bezirk,brw,nutzung,stichtag,anwert,verfahrensart,gfz,beitragszustand,lumnum,brwid
Treptow-Köpenick,480,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,1330
Treptow-Köpenick,1100,M2 - Mischgebiet,2026-01-01,,,1.5,Beitragsfrei nach BauGB,,1331
Charlottenburg-Wilmersdorf,19000,M1 - Kerngebiet,2026-01-01,,,4.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1332
Marzahn-Hellersdorf,500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1334
Mitte,14000,M1 - Kerngebiet,2026-01-01,,,4.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1335
Steglitz-Zehlendorf,650,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1337
Pankow,250,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1338
Spandau,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1339
Spandau,610,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1340
Marzahn-Hellersdorf,500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1342
Tempelhof-Schöneberg,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1344
Treptow-Köpenick,440,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1347
Marzahn-Hellersdorf,500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1349
Lichtenberg,500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1350
Neukölln,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1353
Reinickendorf,450,M2 - Mischgebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1354
Treptow-Köpenick,320,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1357
Neukölln,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1358
Spandau,490,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1359
Marzahn-Hellersdorf,500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1360
Reinickendorf,300,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1362
Spandau,490,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1363
Reinickendorf,600,M2 - Mischgebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1365
Treptow-Köpenick,500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1366
Spandau,480,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1368
Treptow-Köpenick,280,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1369
Neukölln,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1370
Spandau,1600,M1 - Kerngebiet,2026-01-01,,,,Beitragsfrei nach BauGB,,1371
Neukölln,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1373
Spandau,440,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,1374
Treptow-Köpenick,360,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1375
Friedrichshain-Kreuzberg,4000,M1 - Kerngebiet,2026-01-01,,,3,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1376
Spandau,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1377
Treptow-Köpenick,500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1378
Spandau,200,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1379
Lichtenberg,500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1380
Treptow-Köpenick,340,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1381
Spandau,400,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,1382
Spandau,2000,M1 - Kerngebiet,2026-01-01,,,2.5,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1383
Spandau,300,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1385
Neukölln,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1387
Spandau,380,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1388
Treptow-Köpenick,180,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1389
Treptow-Köpenick,500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1390
Mitte,850,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1391
Spandau,340,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1394
Treptow-Köpenick,300,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1395
Treptow-Köpenick,550,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1397
Steglitz-Zehlendorf,650,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1398
Treptow-Köpenick,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1399
Lichtenberg,470,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1401
Spandau,420,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1402
Reinickendorf,1600,M1 - Kerngebiet,2026-01-01,,,2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1403
Tempelhof-Schöneberg,300,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1404
Steglitz-Zehlendorf,650,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1405
Spandau,400,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,1406
Pankow,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1407
Lichtenberg,420,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1410
Tempelhof-Schöneberg,700,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1413
Lichtenberg,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1414
Lichtenberg,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1416
Neukölln,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1417
Lichtenberg,460,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1418
Reinickendorf,400,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1419
Mitte,6000,M1 - Kerngebiet,2026-01-01,,,,Beitragsfrei nach BauGB,,1420
Reinickendorf,400,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1422
Lichtenberg,460,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1423
Mitte,6000,M1 - Kerngebiet,2026-01-01,,,,Beitragsfrei nach BauGB,,1425
Lichtenberg,700,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1426
Spandau,450,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1427
Reinickendorf,700,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1428
Lichtenberg,850,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1429
Reinickendorf,300,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1430
Spandau,450,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1431
Reinickendorf,550,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1432
Spandau,380,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1435
Lichtenberg,640,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1436
Reinickendorf,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1437
Reinickendorf,300,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1439
Lichtenberg,550,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1440
Reinickendorf,550,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1441
Spandau,400,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1442
Spandau,360,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1443
Reinickendorf,550,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1444
Lichtenberg,610,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1446
Lichtenberg,550,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1447
Reinickendorf,550,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1448
Charlottenburg-Wilmersdorf,500,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1449
Spandau,340,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1450
Lichtenberg,850,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1451
Lichtenberg,430,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1452
Spandau,370,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1453
Treptow-Köpenick,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1454
Lichtenberg,530,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1455
Neukölln,550,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1456
Spandau,340,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1460
Lichtenberg,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1461
Lichtenberg,200,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1462
Lichtenberg,370,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1463
Reinickendorf,650,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1464
Reinickendorf,650,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1465
Spandau,340,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1466
Lichtenberg,380,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1467
Lichtenberg,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1468
Spandau,340,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1470
Pankow,650,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1471
Reinickendorf,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1473
Spandau,350,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1474
Spandau,450,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1476
Tempelhof-Schöneberg,1000,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1477
Lichtenberg,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1478
Spandau,450,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1480
Lichtenberg,410,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1481
Treptow-Köpenick,1000,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1482
Tempelhof-Schöneberg,700,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1483
Spandau,300,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1484
Spandau,370,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,1485
Lichtenberg,350,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1486
Treptow-Köpenick,1000,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1487
Spandau,250,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1488
Tempelhof-Schöneberg,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1489
Steglitz-Zehlendorf,700,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1491
Lichtenberg,430,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1492
Spandau,370,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,1494
Pankow,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1495
Lichtenberg,490,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1497
Lichtenberg,350,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1498
Charlottenburg-Wilmersdorf,650,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1499
Lichtenberg,600,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1501
Spandau,450,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1502
Charlottenburg-Wilmersdorf,400,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1503
Reinickendorf,1300,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1504
Pankow,700,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1505
Charlottenburg-Wilmersdorf,450,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1506
Lichtenberg,360,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1507
Steglitz-Zehlendorf,900,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1510
Pankow,700,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1511
Spandau,450,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,1512
Lichtenberg,340,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1513
Steglitz-Zehlendorf,800,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1515
Pankow,580,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1517
Spandau,450,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1518
Steglitz-Zehlendorf,1000,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1520
Pankow,490,W - Wohngebiet,2026-01-01,,,0.6,Beitragsfrei nach BauGB,,1521
Spandau,300,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1522
Pankow,800,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1523
Pankow,800,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1525
Spandau,290,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1526
Pankow,580,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1527
Pankow,490,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,1529
Spandau,290,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1530
Steglitz-Zehlendorf,1100,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1533
Pankow,850,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1534
Marzahn-Hellersdorf,300,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1535
Pankow,850,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1536
Pankow,580,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1537
Steglitz-Zehlendorf,1100,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1538
Spandau,440,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1539
Spandau,450,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1540
Pankow,650,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1541
Steglitz-Zehlendorf,1000,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1544
Spandau,340,W - Wohngebiet,2026-01-01,,,0.4,Beitragsfrei nach BauGB,,1545
Steglitz-Zehlendorf,900,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1546
Pankow,1000,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1547
Pankow,480,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,1548
Tempelhof-Schöneberg,500,G - Gewerbe,2026-01-01,,,,Beitragsfrei nach BauGB,,1549
Spandau,270,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1550
Steglitz-Zehlendorf,1500,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1551
Marzahn-Hellersdorf,600,W - Wohngebiet,2026-01-01,,,1.2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1554
Spandau,270,W - Wohngebiet,2026-01-01,,,0.2,Beitragsfrei nach BauGB,,1555
Pankow,480,W - Wohngebiet,2026-01-01,,,0.3,Beitragsfrei nach BauGB,,1557
Treptow-Köpenick,600,W - Wohngebiet,2026-01-01,,,1.2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1558
Steglitz-Zehlendorf,1400,W - Wohngebiet,2026-01-01,,,1,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1559
Pankow,800,W - Wohngebiet,2026-01-01,,,1.2,Beitragsfrei nach BauGB,https://www.berlin.de/gutachterausschuss/marktinformationen/daten-zur-wertermittlung/artikel.174898.php,1560
